epoch,train_mse_total,train_mse_surface,train_mse_upper_air,train_focus_loss,train_tweedie_loss,train_acc_surface,train_acc_upper,train_grad_mse_surface,train_grad_mse_upper,train_power_err_surface,train_power_err_upper,train_ssim_surface,train_ssim_upper,train_closure_water,train_closure_energy,train_closure_hydrostatic,train_closure_temperature,train_closure_momentum,valid_mse_total,valid_mse_surface,valid_mse_upper_air,valid_focus_loss,valid_tweedie_loss,valid_acc_surface,valid_acc_upper,valid_grad_mse_surface,valid_grad_mse_upper,valid_power_err_surface,valid_power_err_upper,valid_ssim_surface,valid_ssim_upper,valid_closure_water,valid_closure_energy,valid_closure_hydrostatic,valid_closure_temperature,valid_closure_momentum
1,1.8543728590011597,1.0804080229539137,0.7739648383397323,4.013001845433162,0.09676358368820868,0.6206613533700315,0.49914069837317443,0.07163784452355824,0.1969449219222252,192.74027836322784,222798641624.6154,0.0828242634038011,0.12573921758065318,0.004557951138569758,0.1185757449040046,0.9547237100509497,-1.62353882422814e-05,0.0010848435071798472,1.5103803277015686,0.8612786591053009,0.6491016805171966,3.961681938171387,0.12154596745967865,0.7024653851985931,0.6717954576015472,0.061689555272459985,0.14720961451530457,2.5084384202957155,189500924825.6,0.128974861651659,0.3031100183725357,-0.004438328742980957,0.2626020789146423,0.9642238944768906,-1.6701221466064452e-05,6.639957427978516e-05
2,1.3856394015825713,0.8338182958272787,0.5518211057552924,3.4324670296448927,0.044694653139091454,0.7373283276191125,0.6969075730213752,0.06516180803569463,0.10552689289817443,3.173631952359126,115494472704.0,0.13446800238811052,0.26776134824523556,0.0004909542890695425,0.07590201726326576,0.9705399269094834,-2.0384788513183594e-05,-0.0015237354315244234,1.3556231617927552,0.7723776400089264,0.5832455039024353,3.7908427000045775,0.0366068210452795,0.7397168219089508,0.7119157314300537,0.061483900994062424,0.10226705893874169,2.6330795288085938,162521867443.2,0.145310889929533,0.3376387879252434,-0.01445399522781372,0.25723074078559877,0.9743565917015076,-1.2850761413574218e-05,-0.001042652130126953
3,1.2784688060100262,0.7635884514221778,0.514880359172821,3.2973013657789965,0.06276469756490909,0.7623802354702582,0.7211635777583489,0.06484192022337364,0.0810683574527502,3.093723320044004,75098560595.6923,0.1531457279701359,0.2965466818557336,0.0025883454542893628,0.12332233786582947,0.9765398536737149,-2.0678226764385516e-05,-0.0008986294269561768,1.3369148969650269,0.7765033841133118,0.5604115217924118,3.547808289527893,0.04047529175877571,0.7389833509922028,0.7248839676380158,0.06139716207981109,0.09011207669973373,3.554884099960327,92269758848.0,0.13194741308689117,0.3592794477939606,0.014885681867599487,0.307902991771698,0.977659897506237,-1.1181831359863281e-05,-0.0008787274360656738
4,1.2059360559170063,0.7098250068151034,0.49611105483311874,3.0348278834269595,0.062187293329491064,0.7816653068249042,0.7331623228696676,0.06447183140195333,0.0706801493293964,3.2835192680358887,59837437026.46154,0.17345028628523534,0.36126067432073444,0.009613834894620456,0.08824392236196078,0.980258353627645,-2.0664471846360426e-05,-0.0019664833178887,1.2644662261009216,0.7264326274394989,0.5380336225032807,3.2135093450546264,0.026065833494067193,0.7591314017772675,0.7378457069396973,0.06114473342895508,0.0785179726779461,4.264109945297241,60226410880.0,0.22019783556461334,0.37826594412326814,0.015656864643096922,0.30953546762466433,0.9812842145562172,-8.380413055419922e-06,-0.0010064005851745605
5,1.1651297165797307,0.6771759665929354,0.48795374081684995,2.839916330117446,0.04557407826471787,0.7947878447862772,0.7385660707950592,0.06421339483215259,0.06621612694401008,3.138736532284663,42017929531.07692,0.18856640108144626,0.35877710351577174,0.005699863800635705,0.06207593587728647,0.982143599826556,-2.2324231954721305e-05,-0.002269593568948599,1.257042694091797,0.7226031661033631,0.5344395279884339,3.1451543092727663,0.032225691713392735,0.7598820626735687,0.7397838175296784,0.06101163923740387,0.0749996118247509,3.3624655961990357,69785146662.4,0.1792573645710945,0.40560388565063477,0.027633875608444214,-0.004509562253952026,0.9820797055959701,-1.3530254364013672e-05,-0.003688657283782959
6,1.1274097286737883,0.6438808028514569,0.48352892238360184,2.780533487980182,0.052817800225546725,0.8051692430789654,0.7415307806088374,0.06397086367584191,0.06227501209538717,3.2545632949242225,40457201604.92308,0.18679601340912855,0.39093156875326085,0.005459595185059767,0.11326176386613113,0.9835190887634571,-2.264059506929838e-05,-0.002158673909994272,1.2195339918136596,0.6964844584465026,0.5230495452880859,3.109737205505371,0.09268719777464866,0.7702596068382264,0.7463622689247131,0.06083143576979637,0.07222759276628495,3.9291581392288206,58128379072.0,0.31432241201400757,0.44129152297973634,-0.0006260514259338379,-0.02791524529457092,0.9832274422049523,-2.4843215942382813e-05,-0.0015548944473266601
7,1.1058465036062093,0.6272778763220861,0.4785686353078255,2.7625999542383046,0.052949874017101065,0.8112170856732589,0.744113238958212,0.06373172181730087,0.06014920212328434,3.3242740906201877,35566643367.38461,0.1969841693241436,0.3975863898029694,0.005844670992631178,0.1278528800377479,0.9843420105484816,-2.0517752720759465e-05,-0.001617596699641301,1.2188211798667907,0.6946610569953918,0.5241601139307022,3.0400187015533446,0.08961645513772964,0.7746532559394836,0.7454976499080658,0.060669108852744104,0.07007156834006309,4.16393096446991,56700006732.8,0.30729980319738387,0.39353212118148806,0.0033270597457885744,0.26461477279663087,0.9834990829229355,-1.2290477752685546e-05,-0.002930879592895508
8,1.083787853901203,0.6089396728919103,0.4748481787168063,2.7100847225922804,0.04971896670758724,0.8176946708789239,0.7466420370798844,0.06351426616311073,0.058173222753864065,3.4006024232277503,33272559665.23077,0.25527220119077426,0.3967343488564858,0.0031598966855269214,0.12442401968515836,0.9852012218191073,-2.2750634413499098e-05,-0.0017708127315227801,1.1952388763427735,0.6805455207824707,0.5146933525800705,3.001202630996704,0.09713940098881721,0.778610908985138,0.7509805142879487,0.060645703598856925,0.06840977482497693,4.269211006164551,47836923033.6,0.26455393731594085,0.4265266716480255,0.014990997314453126,0.37042335867881776,0.9848030209541321,-1.7571449279785157e-05,-0.0016100883483886718
9,1.0685034073316133,0.597097173333168,0.4714062294134727,2.683770940853999,0.048035502433776855,0.8213237478182867,0.7487094379388369,0.06333924629367314,0.056983606316722356,3.418538744633014,28928764615.384617,0.24649449839041784,0.38451117277145386,0.0019925786898686336,0.15872283853017366,0.985551502269048,-2.5075215559739332e-05,-0.0018908243912916917,1.1835361123085022,0.6725362002849579,0.5109998941421509,2.9757288455963136,0.05668081268668175,0.7826855421066284,0.753035718202591,0.060507156699895856,0.06701479703187943,4.343792462348938,46377407833.6,0.23075904399156572,0.45410455465316774,0.003603571653366089,0.15496572852134705,0.9848003059625625,-1.4829635620117188e-05,-0.00261073112487793
10,1.0460401475429535,0.5774382261129526,0.4686019168450282,2.6762691827920766,0.05250252432261522,0.8278172451716203,0.7504718945576594,0.0631254197886357,0.05534004735258909,3.7711059038455668,28339817127.384617,0.25985712990111026,0.4082152064029987,0.00511890879044166,0.15069923721826994,0.9864686114283708,-2.3993162008432242e-05,-0.001836850092961238,1.1623650789260864,0.6539863884449005,0.5083786815404892,2.981063652038574,0.046522843092679976,0.7878752410411834,0.7545661509037018,0.060363410785794255,0.06543065644800664,4.801594471931457,48566330521.6,0.33695882856845855,0.44402024447917937,0.01355370283126831,0.2215435743331909,0.9857518076896667,-1.56402587890625e-05,-0.0020772695541381838
11,1.0518319744330187,0.5839069600288684,0.46792501096542066,2.6474908773715677,0.055371659951141246,0.8257335516122671,0.7507294095479525,0.06307496560307649,0.05508630307248005,3.760735401740441,26807488851.692307,0.2709697109575455,0.4081077031218089,0.0030224392047295203,0.13539346135579622,0.9863281370355532,-2.761529042170598e-05,-0.0017037254113417405,1.1784430742263794,0.6722342610359192,0.5062088221311569,2.9343725442886353,0.07562062367796898,0.7842277228832245,0.7558445513248444,0.060313683748245236,0.06534614488482475,4.4620689153671265,55184295603.2,0.1868493027985096,0.4687999188899994,0.020479732751846315,0.2006303608417511,0.9847426086664199,-2.4509429931640624e-05,-0.001441824436187744
12,1.050086266719378,0.5830469383643224,0.4670393295012988,2.6367529172163744,0.04474398701523359,0.8256472968138181,0.7514743759081914,0.06287086454148476,0.05508320993528916,3.8323629269233117,27993489053.53846,0.2586815468966961,0.40619006752967834,0.0008098253836998573,0.12772551408180824,0.9861503209059055,-2.9041216923640324e-05,-0.001276112519777738,1.1793365955352784,0.6699720859527588,0.5093645274639129,2.99709210395813,0.15789415463805198,0.7864899635314941,0.7541236460208893,0.06037335470318794,0.06442539878189564,5.393053483963013,52498546848.0,0.2167099893093109,0.4169671505689621,0.010814553499221802,0.21721600294113158,0.9866765692830086,-4.431009292602539e-05,-0.0016029596328735352
13,1.0222873779443593,0.5587833111102765,0.463504073711542,2.637093919974107,0.0515004198711652,0.8338889089914469,0.7535540942962353,0.06272137594910768,0.053755527218947045,3.8666236950800967,26832428221.53846,0.28354812388379985,0.43066696650706804,0.000575262766617995,0.1593896746635437,0.9867649416510875,-2.8807383317213793e-05,-0.001652609843474168,1.1314994990825653,0.6287943840026855,0.5027051240205764,3.0226741075515746,0.12979910224676133,0.7988462328910828,0.7581960022449493,0.060110443830490114,0.06358479633927346,5.370072245597839,46124538278.4,0.276237603276968,0.45541436672210694,-0.013227128982543945,0.17145840525627137,0.9862968370318412,-4.576444625854492e-05,-0.0018949389457702636
14,1.014012831908006,0.5505690918518946,0.46344373661738175,2.6180443855432363,0.03718867267553623,0.8367411058682662,0.7539452199752514,0.06254956584710342,0.05284477698688324,4.0285336421086235,24018348521.846153,0.34217522751826507,0.40793397908027357,0.0030892651814680835,0.18322352262643668,0.9869325986275306,-4.186538549569937e-05,-0.0016319980988135706,1.1268605053424836,0.6263689458370209,0.5004915565252304,2.8953670978546144,0.10459645688533784,0.7993141412734985,0.7589801967144012,0.059936218336224555,0.06325128935277462,5.116152763366699,46231591660.8,0.315712670981884,0.4725684732198715,0.024820160865783692,0.2965751111507416,0.9866490289568901,-3.1113624572753906e-05,-0.0024262309074401856
15,0.9989287990790147,0.5387155963824346,0.46021320155033696,2.5881857596910915,0.04203406578073135,0.8405589782274686,0.7557476048286145,0.06235051943132511,0.052177625350081004,4.143575053948623,23344650190.76923,0.30557403147507173,0.3984637438104703,-0.005293403680507953,0.18494154856755182,0.9874494964113603,-3.248911637526292e-05,-0.0014955103397369385,1.106594169139862,0.6081319332122803,0.49846221804618834,2.8752705812454225,0.047536351531744,0.8049123585224152,0.7600321054458619,0.059796585142612456,0.0620930802077055,5.250195550918579,46952196108.8,0.4102103620767593,0.4493565231561661,0.0006839215755462646,0.13202468156814576,0.9866112157702446,-2.5510787963867188e-05,-0.002741658687591553
