epoch,train_mse_total,train_mse_surface,train_mse_upper_air,train_focus_loss,train_tweedie_loss,train_acc_surface,train_acc_upper,train_grad_mse_surface,train_grad_mse_upper,train_power_err_surface,train_power_err_upper,train_ssim_surface,train_ssim_upper,train_closure_water,train_closure_energy,train_closure_hydrostatic,train_closure_temperature,train_closure_momentum,valid_mse_total,valid_mse_surface,valid_mse_upper_air,valid_focus_loss,valid_tweedie_loss,valid_acc_surface,valid_acc_upper,valid_grad_mse_surface,valid_grad_mse_upper,valid_power_err_surface,valid_power_err_upper,valid_ssim_surface,valid_ssim_upper,valid_closure_water,valid_closure_energy,valid_closure_hydrostatic,valid_closure_temperature,valid_closure_momentum
1,1.9310997357735267,1.1327095719484181,0.7983901821649991,4.131988442861116,0.07445647667806882,0.6025907874393922,0.4760645520873368,0.0721378019795968,0.20312362336195433,139.2801280938662,238137016635.07693,0.04229278089321899,0.1097767894120457,0.0011066679771129901,0.0989694893360138,0.9539746160690601,-1.596487485445463e-05,-0.002046520893390362,1.502262258529663,0.8464632928371429,0.6557989656925202,4.00675642490387,0.04050287082791328,0.7075973987579346,0.6674952507019043,0.06176583841443062,0.14387011528015137,2.9778010964393617,230137632972.8,0.21899734437465668,0.2953577056527138,-0.003482556343078613,-0.02308855652809143,0.9653486520051956,-1.1670589447021485e-05,0.0008641839027404785
2,1.362748893407675,0.8092352358194498,0.5535136530032525,3.3514830332535963,0.049302511203747526,0.7450099495741037,0.6962591822330768,0.06519483746244358,0.10652253031730652,3.2822177226726827,115254785417.84616,0.1294261451381107,0.27487208894812143,0.002544999122619629,0.12167215118041405,0.9700420579084983,-2.19574341407189e-05,0.00025831277553851786,1.3582144141197205,0.7751632571220398,0.5830511689186096,3.921067309379578,0.03125919252634048,0.7373582601547242,0.7117018699645996,0.06151230409741402,0.10648055672645569,3.6437655687332153,107563912857.6,0.2679619699716568,0.3508896082639694,-0.0005948960781097413,0.29781450629234313,0.9732030779123306,-1.1014938354492188e-05,-0.0002112269401550293
3,1.259481200805077,0.7465564837822547,0.5129247239002814,3.171555051436791,0.04824030821999678,0.7692410372770749,0.7226138137854062,0.06488673890439364,0.0817644356821592,3.7308538877047024,70625888748.3077,0.1509759034603261,0.30712582557820356,0.0064117839703193074,0.1273717421751756,0.9771386321920615,-2.2383836599496695e-05,0.0005558935495523306,1.2841436386108398,0.733495169878006,0.5506484717130661,3.2466410636901855,0.06870145983994007,0.7549598515033722,0.7307761251926422,0.061288952454924585,0.08787793442606925,3.821298098564148,86630688435.2,0.19983794242143632,0.4071716576814651,0.010284191370010376,-0.050920283794403075,0.9778065383434296,-1.5890598297119142e-05,0.0008447587490081788
4,1.1910400642798498,0.6946411866408128,0.4963988742003074,2.8751497727174025,0.06448644141738231,0.7874862574614011,0.7329147045428936,0.06458077980921818,0.07186546764121605,4.080438778950618,49576266240.0,0.17930351541592524,0.3750286939052435,0.012546089979318472,0.06908477728183453,0.9802255510137632,-2.762904533973107e-05,0.000185166413967426,1.2741642355918885,0.7350007712841033,0.5391634732484818,3.1005314111709597,0.06610135212540627,0.757955688238144,0.7376786828041076,0.061118980124592784,0.0800557404756546,4.62191743850708,70543616435.2,0.28085391223430634,0.37196589410305025,0.02834213376045227,-0.008102697134017945,0.980724549293518,-1.7213821411132813e-05,-0.0007112979888916016
5,1.1516217451829176,0.6639385624573781,0.4876831884567554,2.7922240312282858,0.06075317899768169,0.7979234090218177,0.7385687232017517,0.06432464245993358,0.06630231884236519,4.065809515806345,41403924130.46154,0.20012994046108082,0.3467897122296003,0.0041355651158552905,0.09433043690828177,0.9821884265312781,-2.6945884411151594e-05,-0.00021753861353947566,1.2074233174324036,0.6833750247955322,0.5240482956171035,3.027939295768738,0.07997937351465226,0.7760102570056915,0.745858120918274,0.06100308150053024,0.07550127059221268,4.873400354385376,58432196966.4,0.33676063269376755,0.42122861444950105,0.009394174814224244,0.2708518266677856,0.9813469558954239,-2.1588802337646484e-05,-0.0006267189979553223
6,1.116721095947119,0.6347727225377009,0.4819483779943906,2.7270328356669498,0.048957381110924944,0.8081475060719711,0.7424793999928695,0.0640559818309087,0.06210295526454082,4.429065374227671,38623640418.46154,0.22840874027819014,0.4004746979245773,0.004740726489287157,0.09969929777658902,0.9837511548629174,-2.878445845383864e-05,-0.0008473327526679406,1.219432783126831,0.695302540063858,0.5241302430629731,3.0706687211990356,0.06246377117931843,0.7729168951511383,0.7463313639163971,0.060854106396436694,0.0724304310977459,4.425632929801941,44662280051.2,0.0915304783731699,0.41513115763664243,0.0015354573726654053,0.1937222957611084,0.9832317233085632,-1.544952392578125e-05,-0.0010709762573242188
7,1.118427269733869,0.6367542686370703,0.481673002243042,2.735899255825923,0.059040841789772876,0.8085559033430539,0.7428910640569834,0.06388022234806648,0.06144547247542785,4.278579904482915,34729593713.23077,0.18618237503016224,0.36528623591248804,-0.0013466110596290003,0.10171052584281334,0.9838333662885886,-2.5685016925518328e-05,-0.0009398139440096342,1.2046317100524901,0.6872658371925354,0.5173658788204193,3.051230311393738,0.0503412738442421,0.7749275028705597,0.7496350646018982,0.06075016148388386,0.07073618099093437,4.902491545677185,67811364537.6,0.29788775742053986,0.4630279541015625,0.004113036394119263,0.24274606704711915,0.9838053971529007,-2.111196517944336e-05,-0.0010866641998291016
8,1.0896979799637427,0.6149762353071799,0.47472175038777864,2.709264956987821,0.04474726398117267,0.815284747343797,0.7467525142889756,0.06366142014471385,0.058978738119969,4.346150645842919,32019250761.846153,0.23603049637033388,0.37962879699010116,0.003000394656107976,0.11362688128764813,0.9850222657506282,-2.8766118563138523e-05,-0.0009844555304600643,1.1976298093795776,0.6852104485034942,0.5124193519353867,3.059766960144043,0.055918125063180925,0.7778976678848266,0.7524936020374298,0.060603144019842146,0.06945093795657158,5.086350512504578,50116578150.4,0.31864226758480074,0.4536523163318634,0.00040200948715209963,0.2615198910236359,0.9834724366664886,-5.02467155456543e-05,-8.56935977935791e-05
9,1.076439843727992,0.6053725412258735,0.4710673059408481,2.6916547463490414,0.04821125117058937,0.8184641691354605,0.74893185037833,0.06349959296102707,0.05741045896250468,4.383776142047002,29874782542.76923,0.2401166246809925,0.3901300367254477,6.183294149545523e-05,0.17899378904929528,0.9853801755951002,-3.043504861684946e-05,-0.0004895742122943585,1.1551459431648254,0.6465342938899994,0.5086116462945938,3.0200735569000243,0.08208570070564747,0.7897028684616089,0.7546136200428009,0.060418086126446724,0.06755389384925366,5.03269727230072,67040901190.4,0.29928186237812043,0.42931594252586364,0.014590036869049073,0.10531913638114929,0.9844983905553818,-2.156496047973633e-05,5.124807357788086e-05
10,1.0543767901567311,0.586906944329922,0.46746983665686387,2.6739583015441895,0.04371338115575222,0.8243829034841977,0.7512571330253894,0.06330737715157178,0.05583358670656498,4.368370835597698,27815096379.076923,0.28365216003014493,0.4107290380276166,0.003562633807842548,0.11286483131922208,0.9861281628792102,-3.3992987412672774e-05,-0.0011631204531742977,1.152023732662201,0.6456489264965057,0.5063748002052307,3.0109938621520995,0.049038450419902804,0.7902064025402069,0.7557158291339874,0.06035083346068859,0.06567094400525093,5.458315753936768,48567432441.6,0.33351429402828214,0.44719675481319426,-0.013338208198547363,0.14079135060310363,0.9854548662900925,-3.0410289764404296e-05,-0.0006895303726196289
11,1.039160696359781,0.5716974276762742,0.46746326753726375,2.650475190236018,0.04785730510663528,0.829221227994332,0.7514367562073928,0.06309786052084886,0.05505840394359369,4.80345435325916,27786987881.846153,0.2751950490503357,0.38771233077232653,-0.0041132592237912696,0.17320473606769854,0.986468252654259,-3.5790296701284555e-05,-0.0014116580669696515,1.1456321477890015,0.6403548836708068,0.5052772611379623,3.0157854557037354,0.04616718217730522,0.7954986453056335,0.7566448867321014,0.06019849106669426,0.06569885723292827,5.018855094909668,38262108838.4,0.31738692969083787,0.4462108016014099,-0.0018406987190246582,0.30681172013282776,0.9857519343495369,-2.143383026123047e-05,-0.0016652941703796387
12,1.0399196766890013,0.5766436331547223,0.4632760423880357,2.6620495869563174,0.04930880930847847,0.8288131264539865,0.7537763668940618,0.06298383970100147,0.05408000344267258,4.3274789315003614,26824781361.23077,0.2994418687975177,0.4152939852613669,0.004383206367492676,0.18011437700344965,0.9865508176959478,-2.7913313645582933e-05,-0.0012429310725285457,1.1391858816146851,0.6329265594482422,0.5062593340873718,2.9967938899993896,0.12821300327777863,0.7974626839160919,0.7557846426963806,0.060222971811890603,0.0642803255468607,5.82278413772583,50870071484.8,0.3068081006407738,0.4304147630929947,0.004162883758544922,0.28857086300849916,0.9859719932079315,-3.541707992553711e-05,-0.0010076165199279785
13,1.0176764657864203,0.5534034073352814,0.46427305271992314,2.655495817844684,0.0453897463874175,0.8351235160460839,0.7533263518260076,0.06282744126824233,0.05401920469907614,4.913214582663316,26376430624.0,0.279291233764245,0.4090787802751248,0.0009527550293849065,0.16575800914030808,0.9865596586695085,-3.993052702683669e-05,-0.0013382618243877704,1.1528875887393952,0.6505472123622894,0.5023403763771057,2.9234307527542116,0.030611628107726573,0.7868275463581085,0.7578622043132782,0.060047271102666853,0.06417326219379901,6.837555313110352,44351501616.0,0.1819404825568199,0.466158589720726,-0.010248339176177979,0.101752370595932,0.9852761596441268,-1.329183578491211e-05,-0.0005289435386657715
14,1.0236036204374754,0.5618975689777961,0.46170606177586776,2.6271788615446825,0.03834951984194609,0.8333556973017179,0.7549137083383707,0.06271008788966216,0.053090567485644266,4.707980265984168,23789651315.692307,0.29412063798652244,0.37322596388940626,-0.0011461285444406362,0.1728003231378702,0.9865324720740318,-3.5758201892559344e-05,-0.0007770795088547927,1.1244375705718994,0.6232623010873795,0.5011752635240555,2.893544340133667,0.081916955858469,0.7996269762516022,0.7590676009654999,0.05991770029067993,0.06276987940073013,6.109177494049073,38593495929.6,0.30904667973518374,0.441767081618309,0.021875250339508056,0.15879607796669007,0.9859069764614106,-9.083747863769532e-06,4.909634590148926e-05
15,1.0138453887059138,0.5547642146165555,0.4590811798205742,2.618351166064923,0.04180266923056199,0.8358068397411933,0.7566308058225192,0.0625653203863364,0.05216454528272152,4.925370876605694,25426677080.615383,0.27458808857661027,0.38315527313030684,0.0008370028092310979,0.1564842898112077,0.9870638600908793,-4.059534806471605e-05,-0.0009788824961735653,1.1149057865142822,0.6136774718761444,0.501228329539299,2.9474753856658937,0.06401656083762645,0.8018047690391541,0.758618688583374,0.05984618626534939,0.0627521451562643,6.451891708374023,58546520428.8,0.38821738958358765,0.45509001016616824,0.0018007874488830567,0.27990891337394713,0.9858043044805527,-1.2266635894775391e-05,-3.1948089599609375e-05
16,1.0030433879448817,0.5461145135072561,0.45692887673011195,2.6141138076782227,0.05031668559576456,0.8381286355165335,0.7576569823118356,0.06230761999121079,0.05184201924846722,4.804966789025527,24675146560.0,0.3658693369764548,0.43166709347413135,-0.0009342432022094727,0.2058073878288269,0.9875031812832906,-3.5097965827355016e-05,-0.0007202602349794828,1.125348651409149,0.6251984596252441,0.5001501947641372,2.948841691017151,0.053580109030008316,0.7969696342945098,0.7592651128768921,0.05976230725646019,0.062165296822786334,6.197455477714539,59569167996.8,0.4513822704553604,0.46516905426979066,0.0006082594394683838,0.07682274580001831,0.9859746798872948,-7.3552131652832035e-06,-0.0006300806999206543
