epoch,train_mse_total,train_mse_surface,train_mse_upper_air,train_focus_loss,train_tweedie_loss,train_acc_surface,train_acc_upper,train_grad_mse_surface,train_grad_mse_upper,train_power_err_surface,train_power_err_upper,train_ssim_surface,train_ssim_upper,train_closure_water,train_closure_energy,train_closure_hydrostatic,train_closure_temperature,train_closure_momentum,valid_mse_total,valid_mse_surface,valid_mse_upper_air,valid_focus_loss,valid_tweedie_loss,valid_acc_surface,valid_acc_upper,valid_grad_mse_surface,valid_grad_mse_upper,valid_power_err_surface,valid_power_err_upper,valid_ssim_surface,valid_ssim_upper,valid_closure_water,valid_closure_energy,valid_closure_hydrostatic,valid_closure_temperature,valid_closure_momentum
1,1.88130633189128,1.0806883527682378,0.8006179676606104,4.146676347805903,0.0875440095909513,0.6173259317516707,0.4739374798865846,0.07224105312847175,0.20367417656458342,245.22459797675793,204460685312.0,0.0698842749877188,0.12613959452853754,0.0015210646849412185,0.06327779017961942,0.9535387404836141,-1.7803448897141676e-05,-0.0017927885055541992,1.4738339900970459,0.8264070928096772,0.6474268972873688,3.923473072052002,0.04328446313738823,0.7177168071269989,0.6735310316085815,0.061692355573177336,0.1532144293189049,2.958731508255005,155164488396.8,0.1521729663014412,0.3074822574853897,0.002226710319519043,0.2083403468132019,0.9649333998560905,-8.952617645263671e-06,-0.0017928719520568849
2,1.3598107649729803,0.8074137637248406,0.5523969943706806,3.3864004611968994,0.038093809898083024,0.7464149686006399,0.6970371007919312,0.06519991116454968,0.10902108595921443,2.562425888501681,96580460780.3077,0.13856777263908254,0.2710526416508051,0.0024974002287938045,0.12273112627176139,0.969091922044754,-1.8720443432147687e-05,-0.0008399142668797419,1.359316086769104,0.7850932300090789,0.574222844839096,3.743757724761963,0.04496461972594261,0.7372655987739563,0.716757994890213,0.06149371340870857,0.10125700533390045,3.360178995132446,83201382604.8,0.027983437932562083,0.3773843050003052,-0.0038871288299560545,0.05073567032814026,0.9739946305751801,-2.4318695068359375e-05,0.0005510449409484863
3,1.2709106344443102,0.7558228281828073,0.5150877982378006,3.1680438335125265,0.05114652023005944,0.7657223687722132,0.7210017901200515,0.06485303992835376,0.08245147420809819,2.8571074925936184,66590383128.61539,0.1902924200090078,0.30807408848061013,0.00198325514793396,0.09787796781613277,0.9764528234417622,-1.8284871028019832e-05,-0.0005613473745492789,1.3185914278030395,0.7632553100585937,0.5553361028432846,3.4767261266708376,0.0435538899153471,0.7434388220310211,0.7278214871883393,0.06139450967311859,0.08944231197237969,3.7197500705718993,92069729280.0,0.22209037840366364,0.3941867142915726,-0.005047363042831421,0.027736735343933106,0.978137518465519,-1.163482666015625e-05,4.7725439071655276e-05
4,1.1840488452177782,0.6852808617628537,0.49876799606359923,2.9293207755455604,0.055524121468456894,0.789997568497291,0.7316721654855288,0.064564995897504,0.07189394290057513,3.0826421884390025,49949054803.69231,0.16398714267863676,0.35862381469744903,0.00897127389907837,0.08411121368408203,0.9809050153081234,-1.8798387967623196e-05,-0.0003654635869539701,1.2397727727890016,0.7057990312576294,0.5339737564325333,3.242485761642456,0.03953014183789492,0.7694016098976135,0.7400106132030487,0.06113468147814274,0.08054224848747253,3.7047512769699096,61912007014.4,0.13204272985458373,0.40994950830936433,0.015612775087356567,0.10869500637054444,0.9812502354383469,-1.969337463378906e-05,-0.00046554803848266604
5,1.1513735124698052,0.6621553416435535,0.48921818228868336,2.8268747329711914,0.07002304150508,0.7996008189824911,0.7374853514708005,0.06426060300033826,0.06709188566758083,3.272470235824585,41673361388.30769,0.2318018611627989,0.3711345883516165,0.008012175559997559,0.09565818309783936,0.9822440290680299,-1.8830482776348406e-05,-0.0004752026154444768,1.2184191942214966,0.6908096849918366,0.5276095062494278,3.082646346092224,0.11310012340545654,0.7750890493392945,0.7436990857124328,0.06097405403852463,0.0757303535938263,4.338296627998352,65455210201.6,0.029299867851659656,0.4263015896081924,0.021866679191589355,0.13313336968421935,0.9824097409844399,-3.072023391723633e-05,-0.00017901062965393067
6,1.117377987274757,0.6343716302743325,0.48300635470793796,2.770939350128174,0.060318608911564715,0.8085385927787194,0.7418079055272616,0.06399763862674053,0.06359930336475372,3.5134237637886634,37125418094.76923,0.20389252858093151,0.37915276650052804,0.0023662104056431698,0.11346640495153573,0.9832647557442005,-2.3066997528076172e-05,-0.00029295912155738246,1.180612361431122,0.6592253625392914,0.5213870018720627,3.076501750946045,0.08048050738871097,0.7833164274692536,0.7473453879356384,0.060841234400868416,0.07295572832226753,4.619326639175415,48615709363.2,0.2124849170446396,0.44302648603916167,-0.012575256824493408,0.2232539176940918,0.9827489539980888,-3.399848937988281e-05,-0.00044143199920654297
7,1.099042521073268,0.6202476551899543,0.4787948624445842,2.740872649046091,0.056968084894693814,0.8128207532259134,0.7442168753880721,0.06379891430529264,0.06090350019244047,3.7584888476591845,31711250628.923077,0.24394283121308455,0.39812877716926426,0.007961046237211961,0.14997725532605097,0.9840077551511618,-2.5322804084190957e-05,-0.00037175416946411133,1.1979186534881592,0.6798014581203461,0.5181172072887421,3.0051732778549196,0.05814908593893051,0.7829542458057404,0.7490308523178101,0.06065145991742611,0.07038592100143433,4.8131030082702635,65882800729.6,0.3471023589372635,0.4191028743982315,-0.0026213526725769043,0.30177860260009765,0.9845131322741508,-1.6057491302490233e-05,-0.0007012903690338135
8,1.0815438903295076,0.608385926255813,0.47315797209739685,2.6999810750667868,0.05529195127578882,0.8178667678282812,0.7473741448842562,0.06359212745267612,0.05881432945338579,3.987057795891395,29468932096.0,0.2635563723742962,0.39733410053528273,0.0010282420195066012,0.12838595188581026,0.9850473982783464,-2.6047229766845703e-05,-0.00017607441315284142,1.1925976395606994,0.6794243097305298,0.5131733387708663,3.109655022621155,0.05832647904753685,0.7830559432506561,0.7517530918121338,0.06057497635483742,0.06937404647469521,5.243136596679688,45899235328.0,0.18368071615695952,0.4328157424926758,0.005332165956497192,0.18195745944976807,0.9846301659941673,-1.8346309661865235e-05,0.00043095946311950685
9,1.0711652567753425,0.5996269377378317,0.47153831216005176,2.6906726452020497,0.045963348964085944,0.8200879119909726,0.7485691813322214,0.06345241445188339,0.058254594842974954,4.134114027023315,29581840955.076923,0.2586297496007039,0.40203465807896394,0.005609361025003286,0.14736040738912728,0.9852451578928874,-2.5964700258695164e-05,-0.00029912132483262283,1.1582936286926269,0.6476008176803589,0.5106927990913391,3.0098668575286864,0.04003735203295946,0.788147646188736,0.7534594833850861,0.06041031926870346,0.0680797915905714,5.016505718231201,44158383718.4,0.3539519965648651,0.46176061034202576,0.005621075630187988,-0.17856719493865966,0.9846316561102867,-2.4890899658203126e-05,-0.000368267297744751
10,1.066597376878445,0.5986605091736867,0.46793686197354245,2.694213573749249,0.04469249268563894,0.8210763312303103,0.7509508683131292,0.06333491191841088,0.056698902581746764,4.191491145354051,25222091062.153847,0.24099181277247575,0.41294602018136245,0.004438909200521616,0.1362181191260998,0.9859945911627549,-2.94951292184683e-05,9.33225338275616e-05,1.1597690820693969,0.6511017858982087,0.5086672812700271,2.9993172883987427,0.10673650428652763,0.7886831939220429,0.7546255767345429,0.0604171697050333,0.06739292293787003,5.594441246986389,39495186112.0,0.30627729594707487,0.442398202419281,0.006573718786239624,0.3213507652282715,0.98491902500391,-1.6057491302490233e-05,-0.0009428620338439942
