time,epoch,lr,phys_scale,train_total,train_surface,train_upper,train_focus_w,train_tweedie_w,train_water_w,train_energy_w,train_pressure_w,train_temp_w,train_mom_w,valid_total,valid_surface,valid_upper,valid_focus_w,valid_tweedie_w,valid_water_w,valid_energy_w,valid_pressure_w,valid_temp_w,valid_mom_w,skipped,valid_skipped
2026-01-28 23:13:12,108/500,1.799102e-04,0.572,0.877058,0.220318,0.371419,0.155136,0.124238,0.001494,0.001753,0.002697,0.000002,0.000002,1.094781,0.260713,0.419027,0.230057,0.176467,0.001933,0.002974,0.003606,0.000001,0.000002,0,0
2026-01-29 00:20:55,109/500,1.795401e-04,0.568,0.876171,0.220093,0.371168,0.154801,0.124123,0.001505,0.001778,0.002701,0.000002,0.000002,1.099558,0.261819,0.419112,0.230830,0.179077,0.002032,0.003120,0.003564,0.000002,0.000002,0,0
2026-01-29 01:28:41,110/500,1.791671e-04,0.564,0.875587,0.219907,0.371064,0.154687,0.124010,0.001486,0.001723,0.002705,0.000002,0.000002,1.101809,0.261860,0.420656,0.230423,0.180824,0.001851,0.002422,0.003768,0.000001,0.000002,0,0
2026-01-29 02:36:20,111/500,1.787911e-04,0.560,0.875416,0.219765,0.371024,0.154633,0.124075,0.001477,0.001741,0.002697,0.000002,0.000002,1.097891,0.261991,0.418497,0.231011,0.178386,0.001809,0.002729,0.003465,0.000002,0.000002,0,0
2026-01-29 03:43:51,112/500,1.784122e-04,0.556,0.874387,0.219473,0.370904,0.154337,0.123763,0.001479,0.001736,0.002691,0.000002,0.000002,1.098461,0.261467,0.418158,0.229496,0.180835,0.002307,0.002818,0.003377,0.000002,0.000002,0,0
2026-01-29 04:51:23,113/500,1.780304e-04,0.552,0.874092,0.219426,0.370784,0.154296,0.123689,0.001499,0.001689,0.002706,0.000002,0.000002,1.097410,0.260949,0.417186,0.229958,0.180833,0.002294,0.003041,0.003145,0.000002,0.000002,0,0
2026-01-29 05:58:57,114/500,1.776457e-04,0.548,0.873027,0.219077,0.370579,0.153980,0.123525,0.001468,0.001690,0.002704,0.000002,0.000002,1.097214,0.260861,0.417146,0.230652,0.180634,0.001758,0.002592,0.003567,0.000001,0.000002,0,0
2026-01-29 07:06:29,115/500,1.772580e-04,0.544,0.872066,0.218769,0.370400,0.153800,0.123308,0.001446,0.001653,0.002685,0.000002,0.000002,1.096521,0.258708,0.418148,0.229314,0.182191,0.001738,0.002714,0.003703,0.000004,0.000002,0,0
2026-01-29 08:14:02,116/500,1.768675e-04,0.540,0.871574,0.218555,0.370402,0.153588,0.123223,0.001462,0.001655,0.002686,0.000002,0.000002,1.095273,0.260896,0.417942,0.231960,0.176883,0.001768,0.002470,0.003353,0.000001,0.000001,0,0
2026-01-29 09:21:43,117/500,1.764742e-04,0.536,0.870602,0.218220,0.370267,0.153235,0.123073,0.001457,0.001653,0.002696,0.000002,0.000002,1.104617,0.260989,0.420143,0.231648,0.182930,0.001744,0.002879,0.004280,0.000002,0.000002,0,0
2026-01-29 10:29:15,118/500,1.760779e-04,0.532,0.869790,0.217958,0.370103,0.153054,0.122912,0.001435,0.001645,0.002679,0.000002,0.000002,1.100179,0.260783,0.418952,0.230290,0.181908,0.001811,0.002895,0.003537,0.000002,0.000002,0,0
2026-01-29 11:36:50,119/500,1.756789e-04,0.528,0.869513,0.217831,0.370106,0.152966,0.122817,0.001439,0.001649,0.002701,0.000002,0.000002,1.106150,0.260911,0.421705,0.231329,0.183984,0.001785,0.002989,0.003444,0.000002,0.000002,0,0
2026-01-29 12:44:26,120/500,1.752771e-04,0.524,0.869666,0.217834,0.370198,0.152957,0.122883,0.001435,0.001650,0.002706,0.000002,0.000002,1.101447,0.262673,0.417513,0.231781,0.181299,0.001662,0.002499,0.004017,0.000001,0.000002,0,0
2026-01-29 13:52:00,121/500,1.748724e-04,0.520,0.868195,0.217415,0.369762,0.152622,0.122591,0.001444,0.001643,0.002713,0.000002,0.000002,1.104944,0.262053,0.418663,0.232538,0.183708,0.001721,0.002727,0.003533,0.000002,0.000002,0,0
